#separator ,
#set_separator,,
#empty_field,NA
#unset_field,UNSET
#path,conn
#open,2025-11-01-15-29-05
#fields,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents
#types,time,string,addr,port,addr,port,enum,string,interval,count,count,string,bool,bool,count,string,count,count,count,count,set[string]
58.532090,CxCRRh3qgtprjeOIGc,10.0.2.15,49157,161.69.12.13,80,tcp,UNSET,0.035404,0,0,SF,T,F,0,ShAFaf,4,172,3,124,UNSET
58.687060,CcG8oF3aOCTkQd7Qmk,10.0.2.15,49158,161.69.12.13,80,tcp,UNSET,0.016469,0,0,SF,T,F,0,ShFafA,3,132,3,124,UNSET
62.768436,CSECWVEB1wqpLAWa2,10.0.2.15,49160,2.21.74.67,80,tcp,http,0.235829,97,249,SF,T,F,0,ShADadfF,5,309,6,493,UNSET
58.361061,CwzZYEBQn4QWh9NMj,10.0.2.15,55145,192.168.33.254,53,udp,dns,0.162387,44,60,SF,T,T,0,Dd,1,72,1,88,UNSET
58.666286,CfnnpW3wzcfU8im6y9,10.0.2.15,60571,192.168.33.254,53,udp,dns,0.017412,44,60,SF,T,T,0,Dd,1,72,1,88,UNSET
58.706724,CJr9Vr1YaC5JtsvLK4,10.0.2.15,53852,192.168.33.254,53,udp,dns,0.012388,42,134,SF,T,T,0,Dd,1,70,1,162,UNSET
58.732237,C3SSZs2VS7Z7a5Syy3,10.0.2.15,56906,192.168.33.254,53,udp,dns,0.014176,42,134,SF,T,T,0,Dd,1,70,1,162,UNSET
60.120044,C6ZGLL2TVobNlztnA5,10.0.2.15,61152,192.168.33.254,53,udp,dns,0.014563,26,101,SF,T,T,0,Dd,1,54,1,129,UNSET
60.144297,C4s86v3qggBywJMqWd,fe80::69dd:e614:2b2:dfd0,64551,ff02::1:3,5355,udp,dns,0.104585,44,0,S0,T,F,0,D,2,140,0,0,UNSET
60.145764,CDBjpn1uL4GzBtvNnc,10.0.2.15,53454,224.0.0.252,5355,udp,dns,0.103885,44,0,S0,T,F,0,D,2,100,0,0,UNSET
60.455332,CZPb3w1vBrEY8n3vyg,10.0.2.15,137,10.0.2.255,137,udp,dns,1.495605,150,0,S0,T,T,0,D,3,234,0,0,UNSET
62.719557,CRwTHpghtJ1KapNjd,10.0.2.15,59877,192.168.33.254,53,udp,dns,0.018230,34,140,SF,T,T,0,Dd,1,62,1,168,UNSET
62.750365,CGSQCq3Y5HzeIrN3Ub,10.0.2.15,59084,192.168.33.254,53,udp,dns,0.015239,34,140,SF,T,T,0,Dd,1,62,1,168,UNSET
90.555219,Cg967G2Q3jnY04xvU3,10.0.2.15,49169,216.58.214.238,443,tcp,ssl,0.318279,510,4437,RSTO,T,F,0,ShADadFR,10,922,12,4921,UNSET
87.108715,CLQUtk4YoYSBxKLcf3,10.0.2.15,55643,192.168.33.254,53,udp,dns,0.015907,42,347,SF,T,T,0,Dd,1,70,1,375,UNSET
87.153019,C1rl3B2WVk2l0MQD31,10.0.2.15,55733,192.168.33.254,53,udp,dns,0.067267,42,347,SF,T,T,0,Dd,1,70,1,375,UNSET
87.224771,CzJcXn4pyNzD8Lqjl1,10.0.2.15,57889,192.168.33.254,53,udp,dns,0.019380,47,312,SF,T,T,0,Dd,1,75,1,340,UNSET
87.249282,CSeiCWSu1CqzxdRhk,10.0.2.15,50332,192.168.33.254,53,udp,dns,0.016577,47,128,SF,T,T,0,Dd,1,75,1,156,UNSET
88.947359,CsxgjoYg556SHqofc,10.0.2.15,53681,192.168.33.254,53,udp,dns,0.036101,33,113,SF,T,T,0,Dd,1,61,1,141,UNSET
88.987567,C9V8Ro4S7j4Ltaow18,10.0.2.15,60513,192.168.33.254,53,udp,dns,0.030486,52,84,SF,T,T,0,Dd,1,80,1,112,UNSET
89.022657,CL5UNe1DacB7WI6Fh8,10.0.2.15,56514,192.168.33.254,53,udp,dns,0.011114,52,108,SF,T,T,0,Dd,1,80,1,136,UNSET
89.159620,CoOlFY3cnKvJxKkdS6,10.0.2.15,60943,192.168.33.254,53,udp,dns,0.055320,42,234,SF,T,T,0,Dd,1,70,1,262,UNSET
89.221364,CNZ3oj2KlUBwLNjEa4,10.0.2.15,64190,192.168.33.254,53,udp,dns,0.012828,42,234,SF,T,T,0,Dd,1,70,1,262,UNSET
89.235726,C6gHggaKv6rKszLZk,10.0.2.15,57641,192.168.33.254,53,udp,dns,0.011648,46,199,SF,T,T,0,Dd,1,74,1,227,UNSET
89.249872,CtrZs71xr3uXdJX3f2,10.0.2.15,54527,192.168.33.254,53,udp,dns,0.026681,46,127,SF,T,T,0,Dd,1,74,1,155,UNSET
89.805363,CjQSWH1PSiPOzCge3a,10.0.2.15,58112,192.168.33.254,53,udp,dns,0.013899,41,92,SF,T,T,0,Dd,1,69,1,120,UNSET
89.830514,CaMocE2IIcXcnbNm33,10.0.2.15,49497,192.168.33.254,53,udp,dns,0.033282,41,92,SF,T,T,0,Dd,1,69,1,120,UNSET
89.867304,CQkKwZ3wU7k8tOg6Y1,10.0.2.15,52703,192.168.33.254,53,udp,dns,0.026192,33,65,SF,T,T,0,Dd,1,61,1,93,UNSET
89.896681,COBWhvCKPxdZPZWh4,10.0.2.15,54031,192.168.33.254,53,udp,dns,0.045318,33,61,SF,T,T,0,Dd,1,61,1,89,UNSET
89.989824,CfKeYL2tOYKECBAOV1,10.0.2.15,57210,192.168.33.254,53,udp,dns,0.050491,37,109,SF,T,T,0,Dd,1,65,1,137,UNSET
90.046521,CpOqck3ndVibGPqfWg,10.0.2.15,54270,192.168.33.254,53,udp,dns,0.124388,37,109,SF,T,T,0,Dd,1,65,1,137,UNSET
90.177285,CQ7LCc1R1cWODHdq7f,10.0.2.15,64274,192.168.33.254,53,udp,dns,0.118326,38,86,SF,T,T,0,Dd,1,66,1,114,UNSET
90.519435,CNV9H1xZkaol3esbg,10.0.2.15,49909,192.168.33.254,53,udp,dns,0.026852,47,130,SF,T,T,0,Dd,1,75,1,158,UNSET
90.555935,CbHOov4pJMk2fLmwU2,10.0.2.15,61978,192.168.33.254,53,udp,dns,0.028016,47,130,SF,T,T,0,Dd,1,75,1,158,UNSET
90.591903,CJWHE737FqNXtmJr3h,10.0.2.15,49404,192.168.33.254,53,udp,dns,0.026030,49,97,SF,T,T,0,Dd,1,77,1,125,UNSET
90.621075,CsIwgW247O0YKBNhbf,10.0.2.15,63299,192.168.33.254,53,udp,dns,0.012449,49,77,SF,T,T,0,Dd,1,77,1,105,UNSET
